audio,transcript
test_sample_1246_clean,أنا مش هسيبك أه لأ أنا شوفتله حاجه تانيه لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ يعني
test_sample_1247_clean,أيامك جمهور جامعه مساد بيها جوازات جوازات جوازات جوازات جوازات جوازات جواز
test_sample_1248_clean,فا إسقاطي الرياسه كلمه متهيألي إنها إنها ضخمه شويه في إسقاط في الريااسه كلمه متهيألي إنها إن شاء الله بإذن الله عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_1249_clean,ياخد تقييم
test_sample_1250_clean,الأخطاءنا وفادئنا طبعا الله إن شاء الله إن شاء الله إن شاء الله بإذن الله عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_1251_clean,وده
test_sample_1252_clean,هو ضربوا كده غلاء
test_sample_1253_clean,عمل لمحضر هيعزت مش بدون ترخيص في في بدون ترخيص في في بدون ترخيص في في بدون ترخيص في في بدون ترخيص في
test_sample_1255_clean,إن هو يعني الكلام ده مش هينفع الكلام ده مش هيكمل هيديك دي
test_sample_1256_clean,فتقفلت لكل أخويا
test_sample_1257_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> أنا لما جي دافق أه ببن جي ده على جي ترجيع على ورق كان ذكرى عزم جنبنا
test_sample_1258_clean,إنت عمري زي أبوك و الدخول
test_sample_1259_clean,الطرق دي شقعه جدا
test_sample_1260_clean,هيقولك البشر دخطيه
test_sample_1261_clean,الحكايه دي جاهزه هل كده
test_sample_1262_clean,يا السلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه
test_sample_1263_clean,استغفر الله العظيم استغفر الله العظيم
test_sample_1264_clean,عن حاجه الأدبل على
test_sample_1265_clean,ده هو عشان هو الخالق وللاد مثلا على هو يعلن في إيدا كم الوجع وكم و كان المشاعر اللي قاد يدخل منها الشيطان في اللحظه في لحظة مدا يحصل بين أه بينتي اللهم
test_sample_1266_clean,أه أه كنت عايزه أقولك إيه
test_sample_1267_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> الديناب
test_sample_1268_clean,وبقى أشكر كل واحد في الصعيد وفاهي بقى حري كل واحد عمل الشيخ أو عملناهاتي فيديوه
test_sample_1270_clean,و كان من الناس اللي داعمت الفكره
test_sample_1271_clean,فكان و إحنا لسه جايين للبلد و دول عمل علاقه موجودين فجأه تلاقي نفسك في
test_sample_1272_clean,سمحنيه خمس سنين
test_sample_1273_clean,بيخليك ت في الجامعه يعني
test_sample_1274_clean,عليه الصلاة والسلام
test_sample_1275_clean,مع الساده المايه بتت
test_sample_1276_clean,
test_sample_1277_clean,جايين أه هياخدوا
test_sample_1278_clean,وبنات ليها حد و رفضوا الصبح لازم تخلاص المشاكل ذهب الصبح نازله صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة
test_sample_1279_clean,طب ما هو
test_sample_1280_clean,أه العادة خمسين طبعا
test_sample_1281_clean,وحضرتك هتحترم العمليه بيقدرواطور
test_sample_1282_clean,ماشي منها جت وبرضو
test_sample_1283_clean,وهك
test_sample_1285_clean,جاهز جاهزه جاهز جاه
test_sample_1286_clean,بعد ماولنا ده كان جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهزه جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاهز جاه
test_sample_1287_clean,شوقي يلا بينا
test_sample_1288_clean,دي عمره ما كبرتني بروجه و لا دي
test_sample_1289_clean,المهم قاله جولها محاليل
test_sample_1290_clean,و الله سبحانه و تعالى
test_sample_1291_clean,ع جرباتها
test_sample_1292_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_1293_clean,ما هو الصوتي وأنا مضحكتش و أيام عشتها قبل النهارده ما عيش عمر وأنا ما عشتهاش
test_sample_1294_clean,إم و هو دخل السيناريو
test_sample_1295_clean,و الله حضرتك أنا جابلي الفكره بتاعت الحاجات دي أنا أولا وبشكر حضرتك
test_sample_1296_clean,بس بس بس مين هيسيبك تعمل كده
test_sample_1297_clean,اللي هي بتوجه في الدم دهوا في الدم دوافوا في الدم دوافوا
test_sample_1298_clean,مصدع هو ده طبعا
test_sample_1300_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <
test_sample_1301_clean,في أطياف أطيااف وساعات أقوى بالشخصيات عديده
test_sample_1302_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_1303_clean,
test_sample_1304_clean,الله ده بتاع الصعيد الله يحبني طبعا إحنا في المعركه كلنا مع بعض كلنا كله في الإذاعه ماليش هتعملها ده ما نحبنيش
test_sample_1305_clean,و لو بكرزوا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا
test_sample_1306_clean,و بعدين لو ربنا الدكاتره تعالوا موافق على قصيده يعني بيبقى حاجه متقول إزاي ن حلوه كده
test_sample_1307_clean,صلاة والسلام
test_sample_1308_clean,إنتي إيه هي بتيهك
test_sample_1309_clean,لا غير الدكتوره ناصره بالتعليم اللي عملاتنا العمليه
test_sample_1310_clean,أحس إن هي السبب إم و إن يعني البهجه اللي حاصله دي كلها
test_sample_1311_clean,بالسهه بقيادة خلفت البنات يلا
test_sample_1312_clean,ناس تحب أيامنا يامن أنا مش كاتب بيمنا بس
test_sample_1313_clean,وهي تعرف إن أنا باخد بالك فتبقى والقسيده لو قمت ورجعت العكان ما يتكتبش خلاص
test_sample_1315_clean,و دهديك حديث
test_sample_1316_clean,أنا كنت عايزه أقل حتة شدى في البندر أعملها إيه يعني
test_sample_1317_clean,إحنا أصدقاء الفاطره طب مادينا
test_sample_1318_clean,أنا أول مره أطب للسيس السيسي أمني أنا أول مره أول حد قبل السيسي من فريقا قبل ما يبقى رئيس الجامعه
test_sample_1319_clean,المسيحي يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا
test_sample_1320_clean,وبتربيهم بطلح و ده كاتره مستشارينه بطلحه الظباط
test_sample_1321_clean,<fil> <fil> البت دي سؤالي
test_sample_1322_clean,أول حبا في حياتي أه يمكن نهال ما تعرف
test_sample_1323_clean,و لا جوه
test_sample_1324_clean,أه طبعا إحنا الحمد لله في الأكثر العلاقات الحجراره الدنيا خلقها ربنا
test_sample_1325_clean,<fil> <fil> <fil> <fil> <fil> <fil
test_sample_1326_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_1327_clean,إن شاء الله
test_sample_1328_clean,ويعلني عنه
test_sample_1330_clean,أه أه
test_sample_1331_clean,فا هل هي طب وأناقول الست دي لكن غلط أنا ماليش دعوه حلقت كتير في كومي
test_sample_1332_clean,عزام مره لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ
