audio,transcript
test_sample_1246_clean,فده مش هاتيكي أه لأنه شوفتوا حاجه تانيه لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ لأ يعني
test_sample_1247_clean,عيالك جم ل جاه مسجليها جولات جلسات جهازولهازارات جمله جاهزه مسديها جوا
test_sample_1248_clean,فإسقاط في الريااسه كلمه متهيألي إنها إنها ضخمه شويه أنا ضخنه شغلنا ضخمه شويه أنا ضخمه شويه أنا ضخمه شويه أنا ضخمه شويه أنا ضخمه شويه أنا ضخمه شويه أنا ضخمه شويه أنا ضخمه شويه أنا ضخنه شغلنا ضخمه سؤال
test_sample_1249_clean,يا أخي تقيله
test_sample_1250_clean,الإقتصاد و بعد كده طبعا و الله إن شاء الله معندهاش الأمم فقولتلها <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1251_clean,قضا
test_sample_1252_clean,هو ضربوا كده غلاق
test_sample_1253_clean,عمل لمحضر الحزت مش بدون ترخيص في بدون ترخيص في بدون ترخيص في بدون ترخيص في بدون ترخيص في بدون ترخي
test_sample_1255_clean,إن هو يعني الكلام ده مش هينفع الكلام ده مش هيكمل هيدي
test_sample_1256_clean,فده يقفل لتليفون أخويا
test_sample_1257_clean,<fil> أنا لما جه داخله أه لما جه ده أنا جيت أرجع الورق كان ذكريه عزم جنبنا
test_sample_1258_clean,إنت عمرك زي أبوك والدخول
test_sample_1259_clean,الطرق دي إن شاء الله إن شاء الله إن شاء الله
test_sample_1260_clean,هيقولك ال البشر ده خطير
test_sample_1261_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_1262_clean,يا السلام عليه الصلاة والسلام عليه الصلاة والسلام والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة وال
test_sample_1263_clean,أستغفر الله العظيم مستحفرنا العظيم
test_sample_1264_clean,أهم حاجه الأدبل على
test_sample_1265_clean,ده هو عشان هو الحالي و كان من المشاعر اللي قد يدخل منها الشيطان في اللحظه في لحظة فده يحصل بينهم بنتي الله أمه لكن الحمد لله كان الشكر ليه ما هو
test_sample_1266_clean,أه كنت عايزه أقولك إيه
test_sample_1267_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <f
test_sample_1268_clean,وبقى أشكر كل واحد في الصعيد و فاطمه بقى حري كل واحده عمل الشيخ أو عمل الله تليفزيون
test_sample_1270_clean,و كان من الناس اللي دعمت الفكره
test_sample_1271_clean,فكان وإحنا لسه جايين من بلد ودل عمل علاقه أو موجودين فدهتلاقي نفسك في
test_sample_1272_clean,سامحنييه خمس سنين
test_sample_1273_clean,بيخليك ت في الجدوى يعني
test_sample_1274_clean,عليه الصلاة والسلام
test_sample_1275_clean,مع الساده ما شاء الله
test_sample_1276_clean,
test_sample_1277_clean,جايين أه هياخدون
test_sample_1278_clean,وبنات ليها حد و يروح فهو الصبح لازم صلى الله عليه وسلم عليه الصلاة والسلام صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة والسلام صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسل
test_sample_1279_clean,فما با با با با با با با با ب
test_sample_1280_clean,لو عادة الخمس طبعا
test_sample_1281_clean,وحضرتك هتعمل العمليه دي دكاتره
test_sample_1282_clean,ماشي منها جت المرضى
test_sample_1283_clean,
test_sample_1285_clean,جاهز جاهز جاهز جاهز
test_sample_1286_clean,بعد ما ولا ده كان جواز قعدت أغسلوش ه ده هدووت وهي فاضي قدم و لا أكشن <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_1287_clean,شكرا جزيلا
test_sample_1288_clean,دي عمره لما جبعتلي في الروجه و لا دي
test_sample_1289_clean,قالهم قالها بقولها محاليل
test_sample_1290_clean,و الله سبحان الله
test_sample_1291_clean,عجباته
test_sample_1292_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_1293_clean,ما هو الصوتي وأنا متحكتهاش و أيام عشتها قبل النهارده معيش عمره أنا ما عشتهاش
test_sample_1294_clean,أخوه و هو دخل الصيني
test_sample_1295_clean,و الله حضرتك أنا جابلي الفكره بتاعت الحاجات دي أنا أولا وبشكر حضرتك
test_sample_1296_clean,بس بس بس ميه هيسيبك تعمل كده
test_sample_1297_clean,<fil> <fil> <fil> <fil> <fil> <fi
test_sample_1298_clean,وصدى الحوارئ صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة والسل
test_sample_1300_clean,عملنا خلينا نجيب الفروق جيناش باقي الطبيعي
test_sample_1301_clean,هي أطياف أطياب و ساعات أقياب لشخصيات عديده
test_sample_1302_clean,بس بس مفرقي برضو أبويا الطرض المفروض إنتهى على كده
test_sample_1303_clean,<fil> <fil>
test_sample_1304_clean,الله ده بتاع الصعيد اللي يعني أت ده مبيحبنيش طبعا إحنا في المعركه كلنا مع بعض كله كله في الإذاعه ماغيش هترلاها ده مبيحبنيش
test_sample_1305_clean,و أنا بتكلم كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا
test_sample_1306_clean,و بعدين لو ربنا إداك الحاله موافقه على مصيبه يعني بيبقى حاجه متقول إزاينا حلو كده
test_sample_1307_clean,والسلامه
test_sample_1308_clean,إنتي إيه هي ب التيك
test_sample_1309_clean,لا يابط الدكتوره نصرة التعنيه اللي عملاتناك العمليه
test_sample_1310_clean,أحس إن هي السبب و إن يعني البهجه اللي حاصله دي كلها
test_sample_1311_clean,السهر أركب خلفت البنات يلا
test_sample_1312_clean,الناس حبي إيمنا يامن أنا مش كاتب بيمنا بس
test_sample_1313_clean,وهي تعرف إن أنا بكسب كورته وطبعا والقصيده لوت لو أمض ورجعت العكاني ما تتكتبش خلاص
test_sample_1315_clean,و دهديك خميس
test_sample_1316_clean,أنا كنت عايزه أعلي حتة شده في البندره أعملها قاعده
test_sample_1317_clean,إحنا أصضاء الفقره طول مدينه
test_sample_1318_clean,أنا أولنس قبل السيسي سياسي أبنانيا أنا أول مره أول حدي قبل السيسي من فريده قبل ما يبقى رئيس الجامعه
test_sample_1319_clean,بصيت محترمش يعني لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا ده
test_sample_1320_clean,وبتربيه و ده طلع و ده كاتره مستشاريه و بطلحه وظباطه
test_sample_1321_clean,الحكايه البديثون
test_sample_1322_clean,أول حبه في حياتي أه يمكن نهاال ما تعرفش
test_sample_1323_clean,و نجوم
test_sample_1324_clean,وطبعا إحنا الحمد لله في الأكثر العلاقات خلي بالك الدنيا خلقه ربنا
test_sample_1325_clean,<fil> <fil> <fil> <fil> <fil> <fil
test_sample_1326_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> خد
test_sample_1327_clean,<fil>
test_sample_1328_clean,يعلمني عنه
test_sample_1330_clean,طباعه
test_sample_1331_clean,فا هنروح طب و أنا أقول للستي لكن من غير ما مليش دعوه حلقت بيه في كومي
test_sample_1332_clean,بالتارده وحش وحش وحزاب ومرها لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا
test_sample_1333_clean,عارف ليه
test_sample_1334_clean,حساس لو ما تدي خميس ده
test_sample_1335_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> شوفتي خلاص
test_sample_1336_clean,دينزوردينا
test_sample_1337_clean,مقت عن الشهيد ومرته عن أمي
test_sample_1338_clean,ولها جم يا رودي حلمي الجام وسك كل حياة سوريا كمط
test_sample_1339_clean,دنيا عري بتغزل في حبيته وصد المسأله قبله والشعري أجساده طب تعكس
test_sample_1340_clean,و إنت متلاقيش فيها راحت ده معناه كارثه ليا
test_sample_1341_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_1342_clean,هي مشينا أخوه
test_sample_1343_clean,أيوه و عجمه بليغ بليغه ده يعني برضو يعني العبال
test_sample_1345_clean,أطالب ال المطالب بتاعتي هتكافل وكالت و و وهيس التسويق أنا كيف
test_sample_1346_clean,إيه اللي جابت <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1347_clean,عندنا حضرتك اللواء عمر سليم على ربنا هيرحمه من الصعيد إم عشان كده يعني عندنا حقيقه لو فضلت عد حضرتك عشان م مستش حد يعني عندنا
test_sample_1348_clean,إضافه لشعل النهج جال الكافل هو الدهب صحب الميت
