audio,transcript
test_sample_1291_clean,جرباته
test_sample_1292_clean,يعني إحنا مشج ليه ليه برضو في البلد دي هحسبها في البلد دي هحترمه في البلد دي هحترمه في البلد دي هحترمه في البلد دي هححده في البلد دي ه
test_sample_1293_clean,ما هو الصوتي و أنا مضحكتهاش و أيام عاشتها قبل النهارده معييش عمري و أنا معييش عمري وأنا ما عشتها
test_sample_1294_clean,ربنا يخليكي أخوه وهو دخل السن
test_sample_1295_clean,والله حضرتك أنا جابلي الفكره بتاعت الحدي أنا أولا بشكر حضرتك
test_sample_1296_clean,بس بس بس مين هيسيبك تعمل كده
test_sample_1297_clean,لا إنت وده في الدم ضواف في الدم ده
test_sample_1298_clean,نفضل الحوار ده
test_sample_1300_clean,الله يخليكي من فاروق جهنش بقى يا ماما
test_sample_1301_clean,هي التياف قطيا وساعات أقيم لشخصيات عديده
test_sample_1302_clean,ماشي بس مفروض برضو يا أبويا طارق المفروض ينتهي على كده
test_sample_1303_clean,المعهد مع أعراض معه مع أعراض معهد
test_sample_1304_clean,اللحظه بتاع الصعيد اللي هنحكيلكوا ده مبيحبنيش طبعا إحنا في المعركه كلنا مع بعض كله أه كله في الإذاعه ماغيش هاكلها ده مبيحبنيش
test_sample_1305_clean,هو لو بكره وكلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا كلنا
test_sample_1306_clean,وبعدين لو ربنا داك لحال موافقه على الأصده يعني بيبقى حاجه وتقولي إزاي أنا حلوه كده
test_sample_1307_clean,هذا بسرعه
test_sample_1308_clean,إنتي إيه هي ب التيك
test_sample_1309_clean,لا غابه الدكتوره نصره بالتعليميه اللي عماله تلك العمليه
test_sample_1310_clean,أحس إن هي السبب إم وإن يعني البهجه اللي حاصله دي كلها
test_sample_1311_clean,لسه بيعيطك في خلفة البنات يا عضو
test_sample_1312_clean,الناس تحب أيامنا يا بني أنا مش كاتب بيهمنا بس
test_sample_1313_clean,و هي تعرف إن أنا بكتك <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1315_clean,ودهديك خميس
test_sample_1316_clean,أنا كنت عايزه علي حتة شده في البامضه أعملها قاعده
test_sample_1317_clean,إحنا أفضل الفتره المدينه
test_sample_1318_clean,أنا أول إنسان قبل السيز إم سيتي قابلني أنا أول مره أول حد يقابل السيسي من فريدان قبل ما يبقى رأيك
test_sample_1319_clean,النصايح ده غير الشيعه ده ده كله إنك تروحي لفه يا سلام ناكله بالتأكيد
test_sample_1320_clean,وبتربيهم بطلعهم دكاتره مستشارينه بطلعهم الظباط
test_sample_1321_clean,حاجه البت دي ثانيه
test_sample_1322_clean,أول حب في حياتي أه يمكن نهاال ما تعرف
test_sample_1323_clean,ولا جوه
test_sample_1324_clean,أه طبعا إحنا الحمد لله في أكثر علاقات حديثه الدنيا خلقه ربنا
test_sample_1325_clean,معاش سفره ومعايا سفره
test_sample_1326_clean,ومعتبر ما خدت حضنه يعني ليه بيكافل كده أهو أه
test_sample_1327_clean,دي ثمره
test_sample_1328_clean,يعلمني يعني
test_sample_1330_clean,يا ماما
test_sample_1331_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1332_clean,الدهب ده وحش وحش وحش وحاجات وعايزها وماراها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لنها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها لها
test_sample_1333_clean,عارف ليه
test_sample_1334_clean,خمس دقايق حديث دنيا
test_sample_1335_clean,خوفتي خوفي
test_sample_1336_clean,ينزور لينا
test_sample_1337_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fi
test_sample_1338_clean,ولها جم يا ريس يا حبيبتي جابوسه كل الحقيقه مسوره يكمل
test_sample_1339_clean,دي <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1340_clean,و إنت متلاقيش فيها راحت إم فمعناه كارثه ليا
test_sample_1341_clean,قولها ده بعتي حنان
test_sample_1342_clean,هي ماشيه على أخويا
test_sample_1343_clean,أيوه وعجبتها بليغ بليغ ده يعني برضو يعني العبان
test_sample_1345_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1346_clean,<fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1347_clean,عندنا حضرتك <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1348_clean,طابوره والشعب المعهد جال الكافل هو الدهب صاحب الميت
test_sample_1349_clean,يعني هجت عن أنت <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <f
test_sample_1350_clean,أه يجري ويسترجع ابن له بيتا وأسلوبه ضيفه الحمد لله <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1351_clean,يعني أنا لما جالي إزيك حب الكيم صلوات و الجبنه مش في  أمي أنا بعمل فتنه ما هي كده هجمه فوق ده إزيك دي جفيده عاطفيا و خالص خالص
test_sample_1352_clean,أه يعني المرقص بصي المرأه السيديه يا أستاذه منى فوق راسي من فوق دي أمي وعمتي وخالتي و أختي
test_sample_1353_clean,بنت طالما <fil> <fil>
test_sample_1354_clean,يعني في عز ما أنا مريض طلع لأن أنا مية إنت متعرفش يمكن نهار تقولك على التليفونات اللي جت من غيرنا ومن لندن بقى
test_sample_1355_clean,لأ هو برضو إحنا حبينا في الفهم ده حضرتك إن إحنا ننظر إن إحنا الصعيد أهل الكرمه
test_sample_1356_clean,يعني مكنش بالي إم وياما قلت خلاص هو إنت فاتت الوقت
test_sample_1357_clean,وقيبه الجواك دي
test_sample_1358_clean,مش هتنفع الأستاذ هبون الشاهلي تاكل ماشي
test_sample_1360_clean,السلام عليكم و رحمة الله عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_1361_clean,و اللي ميعرفوش خلي بالك إم دول ميعرفوش الثلاث بتاع دول
test_sample_1362_clean,أو الجانب بتاعي الكواليتي
test_sample_1363_clean,عسل عسل عسل عسل عسل عسل عسل عسل عسل عس
test_sample_1364_clean,أه اللي بناخده منك الفرصه فنك الدهب
test_sample_1365_clean,وعمال التالته منه
test_sample_1366_clean,لأ
test_sample_1367_clean,بقى هي هي هي هي هي هي هي هي هي هي هي هي هي هي هي هي
test_sample_1368_clean,على الأقل أنا لما موت حسيت أرضي لو معدي
test_sample_1369_clean,نا كل السنه أه
test_sample_1370_clean,و الله هي ولادي انتفاهمنا للغايه لاغاله
test_sample_1371_clean,ما إنت يعني ما دامت جتالة إنت وطلع أخو ما يهلوش حاجه عنده خد حاج جمله عيد واصل بلدي كمان وتلا ويصطلح ويتصاحب
test_sample_1372_clean,الله يسأل حاجه ناصر بسسمع يا أخويا في الأرض <fil> <fil> <fil> <fil> <fil>
test_sample_1373_clean,صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة و السلام عليه الصلاة و السلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة
test_sample_1375_clean,إم و ليس سياسي قوى حسني مبارك و كل الناس
test_sample_1376_clean,و هكذا و هكذا وكذا وكذا وكذا
test_sample_1377_clean,<fil> متسألنيش بقى وهو عندي خالص لا لا لا لا لا لا لا لا لا لا لا متسألنيش بقى وهو أنهي لا لا لا لا لا لا لا لا لا لا لا لا لا لا ما تسألنيش بقى وهو عندي خالص لا لا لا لا لا لا لا لا لا لا لا لا لا متسألنيش بقى وهو عند خالص لا لا لا لا لا لا لا لا لا لا لا لا ما تسألنيش بقى و هو عند خالص لا لا لا لا لا الإنسان
test_sample_1378_clean,طبعا طبعا أنا يعني بتعدي جنب مراتي ميشوفهاش
test_sample_1379_clean,عامله زي السكر أه في برج السكر
test_sample_1380_clean,إيه يا إما يا ابني
test_sample_1381_clean,متطلبتليش
test_sample_1382_clean,أكبر
test_sample_1383_clean,ولا <fil> <fil> <fil> <fil> <fil>
test_sample_1384_clean,يا أميره
test_sample_1385_clean,إحنا نستأذن للتعليم
test_sample_1386_clean,و قام جاب للكنك أو سميرتايه
test_sample_1387_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1388_clean,غلط و اتاخد الطلب و يتبصله بعده طب إيه طب إيه الجديد يعني يعني يعني إنت إنت شفت إيه من قصور الثقافه في مصر في الوقت الحالي
test_sample_1390_clean,فقولتله صديقه و الله
test_sample_1391_clean,<fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1392_clean,إنت بتضحك على روحك يا منصور الوعي هو اللي بيشيل اسمك بعد ما تموت
test_sample_1393_clean,لقيت واجيده الحكيم بسم الله الرحمن الرحيم رحمة الله عليه رحمة الله عليه اسمحل عزيز
test_sample_1394_clean,واخد بالك إم أنا يعني أنا بقرا الآن
test_sample_1395_clean,ربنا سبحانه وتعالى يعني جميعا
test_sample_1396_clean,إبتدى يتفاوضى
test_sample_1397_clean,خدناها على المستشفى
test_sample_1398_clean,و مش عارف إيه
test_sample_1399_clean,فلما بيجوا البنات بحب نهايه جدا إم لأني
